fecha,liga,nombre_liga,pais,temporada,local,visitante,goles_local,goles_visita,odd_1,odd_X,odd_2,odd_over25,odd_under25
2025-01-05,ligue1,Ligue 1,France,2024/2025,Strasbourg,Auxerre,3,1,1.88,3.79,4.17,1.67,2.2
2025-01-05,ligue1,Ligue 1,France,2024/2025,Marseille,Le Havre,5,1,1.3,5.77,10.21,1.62,2.3
2025-01-10,ligue1,Ligue 1,France,2024/2025,Nantes,Monaco,2,2,4.95,3.87,1.74,1.89,2.01
2025-01-10,ligue1,Ligue 1,France,2024/2025,Auxerre,Lille,0,0,4.98,3.75,1.76,1.8,2.0
2025-01-11,ligue1,Ligue 1,France,2024/2025,Brest,Lyon,2,1,3.12,3.6,2.3,1.73,2.1
2025-01-11,ligue1,Ligue 1,France,2024/2025,Reims,Nice,2,4,2.72,3.41,2.68,1.8,2.0
2025-01-11,ligue1,Ligue 1,France,2024/2025,Rennes,Marseille,1,2,3.1,3.35,2.43,1.98,1.92
2025-01-12,ligue1,Ligue 1,France,2024/2025,Le Havre,Lens,1,2,6.04,3.82,1.64,2.05,1.85
2025-01-12,ligue1,Ligue 1,France,2024/2025,Montpellier,Angers,1,3,2.14,3.47,3.6,1.95,1.95
2025-01-12,ligue1,Ligue 1,France,2024/2025,Toulouse,Strasbourg,1,2,1.77,3.93,4.61,1.84,2.06
2025-01-12,ligue1,Ligue 1,France,2024/2025,Paris SG,St Etienne,2,1,1.09,12.5,20.88,1.25,4.0
2025-01-17,ligue1,Ligue 1,France,2024/2025,Montpellier,Monaco,2,1,5.6,4.59,1.57,1.5,2.63
2025-01-17,ligue1,Ligue 1,France,2024/2025,Lille,Nice,2,1,2.1,3.48,3.79,1.99,1.91
2025-01-18,ligue1,Ligue 1,France,2024/2025,Lens,Paris SG,1,2,4.59,4.28,1.71,1.53,2.5
2025-01-18,ligue1,Ligue 1,France,2024/2025,Rennes,Brest,1,2,2.06,3.38,3.97,2.2,1.67
2025-01-18,ligue1,Ligue 1,France,2024/2025,Lyon,Toulouse,0,0,1.88,3.93,4.02,1.73,2.1
2025-01-19,ligue1,Ligue 1,France,2024/2025,St Etienne,Nantes,1,1,2.58,3.28,2.94,2.1,1.73
2025-01-19,ligue1,Ligue 1,France,2024/2025,Angers,Auxerre,2,0,2.51,3.24,3.06,2.05,1.85
2025-01-19,ligue1,Ligue 1,France,2024/2025,Reims,Le Havre,1,1,1.64,4.04,5.54,2.0,1.9
2025-01-19,ligue1,Ligue 1,France,2024/2025,Marseille,Strasbourg,1,1,1.58,4.47,5.48,1.62,2.3
2025-01-24,ligue1,Ligue 1,France,2024/2025,Auxerre,St Etienne,1,1,1.97,3.72,3.97,1.8,2.0
2025-01-25,ligue1,Ligue 1,France,2024/2025,Monaco,Rennes,3,2,1.75,4.02,4.66,1.68,2.05
2025-01-25,ligue1,Ligue 1,France,2024/2025,Strasbourg,Lille,2,1,2.86,3.43,2.55,1.91,1.99
2025-01-25,ligue1,Ligue 1,France,2024/2025,Paris SG,Reims,1,1,1.25,6.87,10.44,1.44,2.75
2025-01-26,ligue1,Ligue 1,France,2024/2025,Le Havre,Brest,0,1,3.38,3.13,2.39,2.3,1.62
2025-01-26,ligue1,Ligue 1,France,2024/2025,Lens,Angers,1,0,1.44,4.77,7.34,1.8,2.0
2025-01-26,ligue1,Ligue 1,France,2024/2025,Nantes,Lyon,1,1,3.41,3.55,2.18,1.8,2.0
2025-01-26,ligue1,Ligue 1,France,2024/2025,Toulouse,Montpellier,1,2,1.64,4.08,5.47,1.73,2.1
2025-01-26,ligue1,Ligue 1,France,2024/2025,Nice,Marseille,2,0,2.92,3.6,2.42,1.73,2.1
2025-01-31,ligue1,Ligue 1,France,2024/2025,Montpellier,Lens,0,2,4.55,3.77,1.83,1.8,2.0
2025-02-01,ligue1,Ligue 1,France,2024/2025,Brest,Paris SG,2,5,6.88,4.94,1.45,1.53,2.5
2025-02-01,ligue1,Ligue 1,France,2024/2025,Monaco,Auxerre,4,2,1.35,5.69,8.08,1.44,2.75
2025-02-01,ligue1,Ligue 1,France,2024/2025,Lille,St Etienne,4,1,1.41,4.9,7.87,1.85,2.05
2025-02-02,ligue1,Ligue 1,France,2024/2025,Toulouse,Nice,1,1,2.55,3.36,2.91,1.95,1.95
2025-02-02,ligue1,Ligue 1,France,2024/2025,Angers,Le Havre,1,1,2.01,3.36,4.2,2.2,1.67
2025-02-02,ligue1,Ligue 1,France,2024/2025,Reims,Nantes,1,2,2.19,3.42,3.51,2.0,1.8
2025-02-02,ligue1,Ligue 1,France,2024/2025,Rennes,Strasbourg,1,0,2.1,3.48,3.69,1.95,1.95
2025-02-02,ligue1,Ligue 1,France,2024/2025,Marseille,Lyon,3,2,2.07,3.76,3.51,1.57,2.38
2025-02-07,ligue1,Ligue 1,France,2024/2025,Nantes,Brest,0,2,2.49,3.18,3.15,2.2,1.67
2025-02-07,ligue1,Ligue 1,France,2024/2025,Paris SG,Monaco,4,1,1.4,5.56,6.93,1.3,3.5
2025-02-08,ligue1,Ligue 1,France,2024/2025,Nice,Lens,2,0,2.4,3.42,3.09,1.91,1.99
2025-02-08,ligue1,Ligue 1,France,2024/2025,Lille,Le Havre,1,2,1.36,5.18,9.26,1.86,2.04
2025-02-08,ligue1,Ligue 1,France,2024/2025,St Etienne,Rennes,0,2,3.52,3.36,2.22,2.07,1.83
2025-02-09,ligue1,Ligue 1,France,2024/2025,Lyon,Reims,4,0,1.53,4.75,5.74,1.53,2.5
2025-02-09,ligue1,Ligue 1,France,2024/2025,Auxerre,Toulouse,2,2,3.09,3.42,2.4,2.01,1.89
2025-02-09,ligue1,Ligue 1,France,2024/2025,Strasbourg,Montpellier,2,0,1.82,3.99,4.24,1.73,2.1
2025-02-09,ligue1,Ligue 1,France,2024/2025,Angers,Marseille,0,2,5.55,4.13,1.63,1.85,2.05
2025-02-14,ligue1,Ligue 1,France,2024/2025,Brest,Auxerre,2,2,2.29,3.32,3.45,2.0,1.8
2025-02-15,ligue1,Ligue 1,France,2024/2025,Marseille,St Etienne,5,1,1.27,6.28,9.96,1.44,2.75
2025-02-15,ligue1,Ligue 1,France,2024/2025,Monaco,Nantes,7,1,1.56,4.44,5.78,1.67,2.2
2025-02-15,ligue1,Ligue 1,France,2024/2025,Toulouse,Paris SG,0,1,6.28,4.79,1.49,1.53,2.5
2025-02-16,ligue1,Ligue 1,France,2024/2025,Montpellier,Lyon,1,4,5.01,4.43,1.63,1.5,2.63
2025-02-16,ligue1,Ligue 1,France,2024/2025,Le Havre,Nice,1,3,5.37,4.01,1.66,1.8,1.98
2025-02-16,ligue1,Ligue 1,France,2024/2025,Lens,Strasbourg,0,2,1.78,4.04,4.43,1.73,2.1
2025-02-16,ligue1,Ligue 1,France,2024/2025,Reims,Angers,0,1,2.03,3.44,3.99,2.04,1.86
2025-02-16,ligue1,Ligue 1,France,2024/2025,Rennes,Lille,0,2,2.71,3.37,2.72,1.98,1.8
2025-02-21,ligue1,Ligue 1,France,2024/2025,Rennes,Reims,1,0,2.19,3.48,3.52,2.0,1.9
2025-02-22,ligue1,Ligue 1,France,2024/2025,Lille,Monaco,2,1,2.19,3.8,3.19,1.62,2.3
2025-02-22,ligue1,Ligue 1,France,2024/2025,St Etienne,Angers,3,3,2.45,3.25,3.15,2.0,1.8
2025-02-22,ligue1,Ligue 1,France,2024/2025,Auxerre,Marseille,3,0,5.89,4.5,1.55,1.62,2.3
2025-02-23,ligue1,Ligue 1,France,2024/2025,Nantes,Lens,3,1,3.69,3.47,2.11,2.08,1.82
2025-02-23,ligue1,Ligue 1,France,2024/2025,Le Havre,Toulouse,1,4,4.02,3.49,2.0,2.1,1.73
2025-02-23,ligue1,Ligue 1,France,2024/2025,Nice,Montpellier,2,0,1.38,5.37,7.79,1.5,2.63
2025-02-23,ligue1,Ligue 1,France,2024/2025,Strasbourg,Brest,0,0,2.0,3.68,3.8,1.8,2.0
2025-02-23,ligue1,Ligue 1,France,2024/2025,Lyon,Paris SG,2,3,4.48,4.29,1.72,1.4,3.0
2025-02-28,ligue1,Ligue 1,France,2024/2025,Monaco,Reims,3,0,1.38,5.37,8.33,1.44,2.75
2025-03-01,ligue1,Ligue 1,France,2024/2025,St Etienne,Nice,1,3,4.79,4.21,1.69,1.62,2.3
2025-03-01,ligue1,Ligue 1,France,2024/2025,Lens,Le Havre,3,4,1.38,5.03,8.59,1.67,2.2
2025-03-01,ligue1,Ligue 1,France,2024/2025,Paris SG,Lille,4,1,1.39,5.36,7.62,1.5,2.63
2025-03-02,ligue1,Ligue 1,France,2024/2025,Lyon,Brest,2,1,1.68,4.19,4.96,1.73,2.1
2025-03-02,ligue1,Ligue 1,France,2024/2025,Angers,Toulouse,0,4,3.3,3.28,2.35,2.3,1.62
2025-03-02,ligue1,Ligue 1,France,2024/2025,Auxerre,Strasbourg,0,1,2.86,3.35,2.59,1.87,2.03
2025-03-02,ligue1,Ligue 1,France,2024/2025,Montpellier,Rennes,0,4,3.62,3.53,2.11,1.85,2.05
2025-03-02,ligue1,Ligue 1,France,2024/2025,Marseille,Nantes,2,0,1.41,5.27,7.16,1.62,2.3
2025-03-07,ligue1,Ligue 1,France,2024/2025,Toulouse,Monaco,1,1,3.4,3.63,2.16,1.73,2.1
2025-03-08,ligue1,Ligue 1,France,2024/2025,Rennes,Paris SG,1,4,4.61,4.04,1.75,1.67,2.2
2025-03-08,ligue1,Ligue 1,France,2024/2025,Lille,Montpellier,1,0,1.41,5.13,7.44,1.62,2.3
2025-03-08,ligue1,Ligue 1,France,2024/2025,Marseille,Lens,0,1,1.53,4.6,5.91,1.62,2.3
2025-03-09,ligue1,Ligue 1,France,2024/2025,Brest,Angers,2,0,1.75,3.81,4.97,1.97,1.81
2025-03-09,ligue1,Ligue 1,France,2024/2025,Le Havre,St Etienne,1,1,2.38,3.53,3.04,1.85,2.05
2025-03-09,ligue1,Ligue 1,France,2024/2025,Nantes,Strasbourg,0,1,2.65,3.32,2.82,2.07,1.83
2025-03-09,ligue1,Ligue 1,France,2024/2025,Reims,Auxerre,0,2,2.54,3.26,3.01,2.04,1.86
2025-03-09,ligue1,Ligue 1,France,2024/2025,Nice,Lyon,0,2,2.07,3.64,3.63,1.62,2.3
2025-03-14,ligue1,Ligue 1,France,2024/2025,Nice,Auxerre,1,1,1.61,4.17,5.7,1.73,2.1
2025-03-15,ligue1,Ligue 1,France,2024/2025,Nantes,Lille,1,0,3.64,3.38,2.16,2.1,1.73
2025-03-15,ligue1,Ligue 1,France,2024/2025,Angers,Monaco,0,2,7.07,4.98,1.44,1.53,2.5
2025-03-15,ligue1,Ligue 1,France,2024/2025,Lens,Rennes,1,0,2.09,3.5,3.69,1.98,1.92
2025-03-16,ligue1,Ligue 1,France,2024/2025,Lyon,Le Havre,4,2,1.37,5.52,7.95,1.53,2.5
2025-03-16,ligue1,Ligue 1,France,2024/2025,Brest,Reims,0,0,1.69,3.96,5.17,1.9,2.0
2025-03-16,ligue1,Ligue 1,France,2024/2025,Montpellier,St Etienne,0,2,2.25,3.77,3.09,1.67,2.2
2025-03-16,ligue1,Ligue 1,France,2024/2025,Strasbourg,Toulouse,2,1,2.34,3.43,3.17,2.05,1.68
2025-03-16,ligue1,Ligue 1,France,2024/2025,Paris SG,Marseille,3,1,1.43,5.41,6.53,1.37,3.0
2025-03-28,ligue1,Ligue 1,France,2024/2025,Strasbourg,Lyon,4,2,2.8,3.71,2.46,1.67,2.2
2025-03-29,ligue1,Ligue 1,France,2024/2025,Reims,Marseille,3,1,5.75,4.24,1.59,1.73,2.1
2025-03-29,ligue1,Ligue 1,France,2024/2025,St Etienne,Paris SG,1,6,16.8,9.67,1.14,1.22,4.33
2025-03-29,ligue1,Ligue 1,France,2024/2025,Monaco,Nice,2,1,1.93,3.88,3.89,1.62,2.3
2025-03-30,ligue1,Ligue 1,France,2024/2025,Toulouse,Brest,2,4,2.02,3.39,4.11,2.1,1.73
2025-03-30,ligue1,Ligue 1,France,2024/2025,Angers,Rennes,0,3,4.27,3.55,1.93,2.0,1.9
2025-03-30,ligue1,Ligue 1,France,2024/2025,Auxerre,Montpellier,1,0,1.77,3.9,4.65,1.8,2.0
2025-03-30,ligue1,Ligue 1,France,2024/2025,Le Havre,Nantes,3,2,3.13,3.4,2.38,2.1,1.73
2025-03-30,ligue1,Ligue 1,France,2024/2025,Lille,Lens,1,0,2.03,3.53,3.85,2.06,1.84
2025-04-04,ligue1,Ligue 1,France,2024/2025,Nice,Nantes,1,2,1.52,4.46,6.6,1.73,2.1
2025-04-05,ligue1,Ligue 1,France,2024/2025,Paris SG,Angers,1,0,1.14,9.54,16.09,1.25,4.0
2025-04-05,ligue1,Ligue 1,France,2024/2025,Brest,Monaco,2,1,3.97,3.78,1.93,1.67,2.2
2025-04-05,ligue1,Ligue 1,France,2024/2025,Lyon,Lille,2,1,2.31,3.6,3.1,1.73,2.1
2025-04-06,ligue1,Ligue 1,France,2024/2025,Lens,St Etienne,1,0,1.55,4.56,5.73,1.62,2.3
2025-04-06,ligue1,Ligue 1,France,2024/2025,Montpellier,Le Havre,0,2,2.45,3.53,2.93,1.85,1.93
2025-04-06,ligue1,Ligue 1,France,2024/2025,Reims,Strasbourg,0,1,3.48,3.48,2.18,2.0,1.9
2025-04-06,ligue1,Ligue 1,France,2024/2025,Rennes,Auxerre,0,1,1.87,3.76,4.28,1.91,1.99
2025-04-06,ligue1,Ligue 1,France,2024/2025,Marseille,Toulouse,3,2,1.77,3.91,4.65,1.85,2.05
2025-04-11,ligue1,Ligue 1,France,2024/2025,Lens,Reims,0,2,1.55,4.23,6.71,1.8,2.0
2025-04-12,ligue1,Ligue 1,France,2024/2025,Monaco,Marseille,3,0,2.03,3.93,3.47,1.53,2.5
2025-04-12,ligue1,Ligue 1,France,2024/2025,Toulouse,Lille,1,2,2.93,3.23,2.62,2.1,1.73
2025-04-12,ligue1,Ligue 1,France,2024/2025,Strasbourg,Nice,2,2,2.52,3.5,2.85,1.85,2.05
2025-04-13,ligue1,Ligue 1,France,2024/2025,St Etienne,Brest,3,3,3.47,3.7,2.11,1.73,2.1
2025-04-13,ligue1,Ligue 1,France,2024/2025,Angers,Montpellier,2,0,1.94,3.73,3.95,1.91,1.99
2025-04-13,ligue1,Ligue 1,France,2024/2025,Le Havre,Rennes,1,5,3.6,3.49,2.13,2.01,1.89
2025-04-13,ligue1,Ligue 1,France,2024/2025,Auxerre,Lyon,1,3,3.61,3.76,2.03,1.62,2.3
2025-04-18,ligue1,Ligue 1,France,2024/2025,Rennes,Nantes,2,1,1.83,3.71,4.52,2.0,1.9
2025-04-19,ligue1,Ligue 1,France,2024/2025,Paris SG,Le Havre,2,1,1.13,11.31,14.99,1.25,4.0
2025-04-19,ligue1,Ligue 1,France,2024/2025,Monaco,Strasbourg,0,0,1.57,4.79,5.19,1.44,2.75
2025-04-19,ligue1,Ligue 1,France,2024/2025,Marseille,Montpellier,5,1,1.22,7.31,11.96,1.4,3.0
2025-04-20,ligue1,Ligue 1,France,2024/2025,Lille,Auxerre,3,1,1.51,4.44,6.69,1.9,2.0
2025-04-20,ligue1,Ligue 1,France,2024/2025,Brest,Lens,1,3,2.38,3.4,3.13,1.92,1.98
2025-04-20,ligue1,Ligue 1,France,2024/2025,Nice,Angers,2,1,1.38,5.12,8.39,1.73,2.1
2025-04-20,ligue1,Ligue 1,France,2024/2025,Reims,Toulouse,1,0,3.35,3.32,2.3,2.06,1.84
2025-04-20,ligue1,Ligue 1,France,2024/2025,St Etienne,Lyon,2,1,4.87,4.59,1.63,1.44,2.75
2025-04-22,ligue1,Ligue 1,France,2024/2025,Nantes,Paris SG,1,1,7.03,5.42,1.42,1.44,2.75
2025-04-25,ligue1,Ligue 1,France,2024/2025,Paris SG,Nice,1,3,1.73,4.5,4.36,1.44,2.75
2025-04-26,ligue1,Ligue 1,France,2024/2025,Strasbourg,St Etienne,3,1,1.65,4.48,4.78,1.53,2.5
2025-04-26,ligue1,Ligue 1,France,2024/2025,Le Havre,Monaco,1,1,7.04,5.25,1.42,1.44,2.75
2025-04-26,ligue1,Ligue 1,France,2024/2025,Lyon,Rennes,4,1,1.79,4.12,4.29,1.57,2.38
2025-04-27,ligue1,Ligue 1,France,2024/2025,Angers,Lille,0,2,6.21,4.08,1.58,2.01,1.89
2025-04-27,ligue1,Ligue 1,France,2024/2025,Lens,Auxerre,0,4,1.61,4.31,5.4,1.67,2.2
2025-04-27,ligue1,Ligue 1,France,2024/2025,Montpellier,Reims,0,0,4.46,3.89,1.81,1.8,2.0
2025-04-27,ligue1,Ligue 1,France,2024/2025,Nantes,Toulouse,0,0,2.97,3.29,2.55,2.05,1.85
2025-04-27,ligue1,Ligue 1,France,2024/2025,Marseille,Brest,4,1,1.5,4.83,6.07,1.53,2.5
2025-05-02,ligue1,Ligue 1,France,2024/2025,Nice,Reims,1,0,1.42,5.16,7.44,1.57,2.38
2025-05-03,ligue1,Ligue 1,France,2024/2025,Strasbourg,Paris SG,2,1,2.46,4.18,2.57,1.41,2.7
2025-05-03,ligue1,Ligue 1,France,2024/2025,Toulouse,Rennes,2,1,2.17,3.48,3.49,1.98,1.92
2025-05-03,ligue1,Ligue 1,France,2024/2025,St Etienne,Monaco,1,3,6.84,5.53,1.4,1.3,3.4
2025-05-04,ligue1,Ligue 1,France,2024/2025,Nantes,Angers,0,1,1.92,3.4,4.57,2.1,1.73
2025-05-04,ligue1,Ligue 1,France,2024/2025,Auxerre,Le Havre,1,2,2.16,3.61,3.41,1.8,2.0
2025-05-04,ligue1,Ligue 1,France,2024/2025,Brest,Montpellier,1,0,1.37,5.37,8.16,1.57,2.38
2025-05-04,ligue1,Ligue 1,France,2024/2025,Lyon,Lens,1,2,1.55,4.65,5.61,1.5,2.63
2025-05-04,ligue1,Ligue 1,France,2024/2025,Lille,Marseille,1,1,2.37,3.43,3.13,1.9,2.0
2025-05-10,ligue1,Ligue 1,France,2024/2025,Angers,Strasbourg,2,1,4.22,3.71,1.83,1.8,2.0
2025-05-10,ligue1,Ligue 1,France,2024/2025,Auxerre,Nantes,1,1,2.83,3.57,2.4,1.92,1.98
2025-05-10,ligue1,Ligue 1,France,2024/2025,Brest,Lille,2,0,4.53,3.81,1.75,1.8,2.0
2025-05-10,ligue1,Ligue 1,France,2024/2025,Le Havre,Marseille,1,3,5.86,4.54,1.5,1.57,2.38
2025-05-10,ligue1,Ligue 1,France,2024/2025,Monaco,Lyon,2,0,1.83,4.2,3.75,1.4,3.0
2025-05-10,ligue1,Ligue 1,France,2024/2025,Montpellier,Paris SG,1,4,9.33,6.94,1.23,1.3,3.5
2025-05-10,ligue1,Ligue 1,France,2024/2025,Reims,St Etienne,0,2,2.06,3.71,3.39,1.67,2.2
2025-05-10,ligue1,Ligue 1,France,2024/2025,Rennes,Nice,2,0,3.63,3.73,1.97,1.73,2.1
2025-05-10,ligue1,Ligue 1,France,2024/2025,Toulouse,Lens,1,1,2.27,3.48,3.1,1.84,2.06
2025-05-17,ligue1,Ligue 1,France,2024/2025,Lens,Monaco,4,0,4.01,3.91,1.83,1.5,2.63
2025-05-17,ligue1,Ligue 1,France,2024/2025,Lille,Reims,2,1,1.38,4.88,7.69,1.67,2.2
2025-05-17,ligue1,Ligue 1,France,2024/2025,Lyon,Angers,2,0,1.26,6.24,8.93,1.4,3.0
2025-05-17,ligue1,Ligue 1,France,2024/2025,Marseille,Rennes,4,2,1.76,4.03,4.2,1.5,2.63
2025-05-17,ligue1,Ligue 1,France,2024/2025,Nantes,Montpellier,3,0,1.52,4.34,6.01,1.73,2.1
2025-05-17,ligue1,Ligue 1,France,2024/2025,Nice,Brest,6,0,1.46,4.84,6.0,1.5,2.63
2025-05-17,ligue1,Ligue 1,France,2024/2025,Paris SG,Auxerre,3,1,1.18,7.94,11.32,1.29,3.75
2025-05-17,ligue1,Ligue 1,France,2024/2025,St Etienne,Toulouse,2,3,1.99,4.09,3.28,1.53,2.5
2025-05-17,ligue1,Ligue 1,France,2024/2025,Strasbourg,Le Havre,2,3,1.57,4.8,4.72,1.5,2.63
2025-08-15,ligue1,Ligue 1,France,2025/2026,Rennes,Marseille,1,0,3.64,3.58,2.11,1.88,1.98
2025-08-16,ligue1,Ligue 1,France,2025/2026,Lens,Lyon,0,1,2.35,3.63,3.02,1.67,2.2
2025-08-16,ligue1,Ligue 1,France,2025/2026,Monaco,Le Havre,3,1,1.34,5.61,8.59,1.53,2.5
2025-08-16,ligue1,Ligue 1,France,2025/2026,Nice,Toulouse,0,1,2.12,3.45,3.69,2.0,1.85
2025-08-17,ligue1,Ligue 1,France,2025/2026,Brest,Lille,3,3,3.36,3.48,2.23,1.9,1.95
2025-08-17,ligue1,Ligue 1,France,2025/2026,Angers,Paris FC,1,0,2.75,3.17,2.83,2.2,1.67
2025-08-17,ligue1,Ligue 1,France,2025/2026,Auxerre,Lorient,1,0,2.4,3.46,3.06,1.9,1.95
2025-08-17,ligue1,Ligue 1,France,2025/2026,Metz,Strasbourg,0,1,3.23,3.48,2.29,1.88,1.98
2025-08-17,ligue1,Ligue 1,France,2025/2026,Nantes,Paris SG,0,1,8.26,5.72,1.35,1.44,2.75
2025-08-22,ligue1,Ligue 1,France,2025/2026,Paris SG,Angers,1,0,1.09,12.5,27.0,1.25,4.0
2025-08-23,ligue1,Ligue 1,France,2025/2026,Marseille,Paris FC,5,2,1.39,5.14,8.08,1.65,2.2
2025-08-23,ligue1,Ligue 1,France,2025/2026,Nice,Auxerre,3,1,1.68,4.12,4.98,1.73,2.08
2025-08-23,ligue1,Ligue 1,France,2025/2026,Lyon,Metz,3,0,1.4,5.19,7.54,1.53,2.5
2025-08-24,ligue1,Ligue 1,France,2025/2026,Lorient,Rennes,4,0,2.84,3.3,2.64,1.98,1.88
2025-08-24,ligue1,Ligue 1,France,2025/2026,Le Havre,Lens,1,2,3.99,3.66,1.95,1.85,2.0
2025-08-24,ligue1,Ligue 1,France,2025/2026,Strasbourg,Nantes,1,0,1.78,3.65,4.98,1.93,1.93
2025-08-24,ligue1,Ligue 1,France,2025/2026,Toulouse,Brest,2,0,2.11,3.57,3.57,1.93,1.93
2025-08-24,ligue1,Ligue 1,France,2025/2026,Lille,Monaco,1,0,3.11,3.64,2.29,1.67,2.15
2025-08-29,ligue1,Ligue 1,France,2025/2026,Lens,Brest,3,1,1.88,3.83,4.24,1.8,2.0
2025-08-30,ligue1,Ligue 1,France,2025/2026,Lorient,Lille,1,7,3.44,3.62,2.14,1.88,1.98
2025-08-30,ligue1,Ligue 1,France,2025/2026,Nantes,Auxerre,1,0,2.33,3.27,3.34,2.2,1.67
2025-08-30,ligue1,Ligue 1,France,2025/2026,Toulouse,Paris SG,3,6,8.47,5.48,1.36,1.57,2.38
2025-08-31,ligue1,Ligue 1,France,2025/2026,Angers,Rennes,1,1,3.47,3.53,2.16,2.05,1.8
2025-08-31,ligue1,Ligue 1,France,2025/2026,Le Havre,Nice,3,1,3.64,3.59,2.08,1.88,1.98
2025-08-31,ligue1,Ligue 1,France,2025/2026,Monaco,Strasbourg,3,2,1.56,4.56,5.64,1.62,2.3
2025-08-31,ligue1,Ligue 1,France,2025/2026,Paris FC,Metz,3,2,1.84,3.76,4.43,1.98,1.88
2025-08-31,ligue1,Ligue 1,France,2025/2026,Lyon,Marseille,1,0,2.74,3.75,2.49,1.53,2.4
2025-09-12,ligue1,Ligue 1,France,2025/2026,Marseille,Lorient,4,0,1.39,5.55,7.44,1.5,2.63
2025-09-13,ligue1,Ligue 1,France,2025/2026,Nice,Nantes,1,0,1.71,3.89,5.1,1.9,1.95
2025-09-13,ligue1,Ligue 1,France,2025/2026,Auxerre,Monaco,1,2,5.17,4.55,1.6,1.53,2.5
2025-09-14,ligue1,Ligue 1,France,2025/2026,Lille,Toulouse,2,1,1.78,4.01,4.43,1.8,2.0
2025-09-14,ligue1,Ligue 1,France,2025/2026,Brest,Paris FC,1,2,2.31,3.66,3.05,1.73,2.1
2025-09-14,ligue1,Ligue 1,France,2025/2026,Metz,Angers,1,1,2.35,3.32,3.26,2.1,1.73
2025-09-14,ligue1,Ligue 1,France,2025/2026,Paris SG,Lens,2,0,1.33,5.97,8.28,1.36,3.2
2025-09-14,ligue1,Ligue 1,France,2025/2026,Strasbourg,Le Havre,1,0,1.64,4.27,5.15,1.8,2.0
2025-09-14,ligue1,Ligue 1,France,2025/2026,Rennes,Lyon,3,1,2.71,3.61,2.58,1.73,2.1
2025-09-19,ligue1,Ligue 1,France,2025/2026,Lyon,Angers,1,0,1.47,4.63,6.93,1.8,2.0
2025-09-20,ligue1,Ligue 1,France,2025/2026,Nantes,Rennes,2,2,3.69,3.47,2.11,2.05,1.8
2025-09-20,ligue1,Ligue 1,France,2025/2026,Brest,Nice,4,1,2.75,3.59,2.56,1.73,2.1
2025-09-20,ligue1,Ligue 1,France,2025/2026,Lens,Lille,3,0,2.4,3.49,3.02,1.8,2.0
2025-09-21,ligue1,Ligue 1,France,2025/2026,Paris FC,Strasbourg,2,3,2.45,3.44,3.0,1.73,2.1
2025-09-21,ligue1,Ligue 1,France,2025/2026,Auxerre,Toulouse,1,0,2.79,3.27,2.72,2.05,1.8
2025-09-21,ligue1,Ligue 1,France,2025/2026,Le Havre,Lorient,1,1,2.31,3.49,3.18,1.95,1.9
2025-09-21,ligue1,Ligue 1,France,2025/2026,Monaco,Metz,5,2,1.27,6.55,9.38,1.36,3.2
2025-09-22,ligue1,Ligue 1,France,2025/2026,Marseille,Paris SG,1,0,3.73,3.98,1.94,1.53,2.5
2025-09-26,ligue1,Ligue 1,France,2025/2026,Strasbourg,Marseille,1,2,3.76,3.78,2.01,1.73,2.1
2025-09-27,ligue1,Ligue 1,France,2025/2026,Lorient,Monaco,3,1,5.28,4.36,1.62,1.57,2.38
2025-09-27,ligue1,Ligue 1,France,2025/2026,Toulouse,Nantes,2,2,1.7,3.8,5.4,2.1,1.73
2025-09-27,ligue1,Ligue 1,France,2025/2026,Paris SG,Auxerre,2,0,1.16,9.23,14.84,1.3,3.5
2025-09-28,ligue1,Ligue 1,France,2025/2026,Nice,Paris FC,1,1,1.88,3.99,3.96,1.62,2.3
2025-09-28,ligue1,Ligue 1,France,2025/2026,Angers,Brest,0,2,3.08,3.43,2.4,2.0,1.85
2025-09-28,ligue1,Ligue 1,France,2025/2026,Lille,Lyon,0,1,2.26,3.49,3.28,1.73,2.1
2025-09-28,ligue1,Ligue 1,France,2025/2026,Metz,Le Havre,0,0,2.67,3.46,2.7,2.0,1.85
2025-09-28,ligue1,Ligue 1,France,2025/2026,Rennes,Lens,0,0,2.54,3.59,2.77,1.73,2.1
2025-10-03,ligue1,Ligue 1,France,2025/2026,Paris FC,Lorient,2,0,1.78,3.98,4.52,1.67,2.2
2025-10-04,ligue1,Ligue 1,France,2025/2026,Metz,Marseille,0,3,6.24,4.71,1.5,1.62,2.3
2025-10-04,ligue1,Ligue 1,France,2025/2026,Brest,Nantes,0,0,1.88,3.76,4.23,1.93,1.93
2025-10-04,ligue1,Ligue 1,France,2025/2026,Auxerre,Lens,1,2,3.79,3.87,1.95,1.85,2.0
2025-10-05,ligue1,Ligue 1,France,2025/2026,Lyon,Toulouse,1,2,1.95,3.81,3.83,1.8,2.0
2025-10-05,ligue1,Ligue 1,France,2025/2026,Le Havre,Rennes,2,2,3.08,3.33,2.45,2.0,1.85
2025-10-05,ligue1,Ligue 1,France,2025/2026,Monaco,Nice,2,2,1.96,3.77,3.86,1.57,2.38
2025-10-05,ligue1,Ligue 1,France,2025/2026,Strasbourg,Angers,5,0,1.71,3.9,5.12,2.03,1.83
2025-10-05,ligue1,Ligue 1,France,2025/2026,Lille,Paris SG,1,1,4.47,3.99,1.78,1.67,2.2
